title,time_per_workout,week,day,number_of_exercises,exercise_name,sets,reps_display
Squats & Science Beginner Volume Program,120,2,4,4,Incline Bench Press (Dumbbell),3,14
Squats & Science Beginner Volume Program,120,2,4,4,Tricep Rope Push Down (Cable),4,9
Squats & Science Beginner Volume Program,120,2,4,4,Rear Delt Fly (Machine),3,14
Squats & Science Beginner Volume Program,120,2,5,4,Squat (Barbell),5,7
Squats & Science Beginner Volume Program,120,2,5,4,Deadlift (Barbell),5,7
Squats & Science Beginner Volume Program,120,2,5,4,Standing Calf Raise,4,14
Squats & Science Beginner Volume Program,120,2,5,4,Plank,3,9
Squats & Science Beginner Volume Program,120,2,6,4,Bench Press (Barbell),5,14
Squats & Science Beginner Volume Program,120,2,6,4,Seated Overhead Press (Dumbbell),3,8
Squats & Science Beginner Volume Program,120,2,6,4,Lateral Raise (Dumbbell),4,8
Squats & Science Beginner Volume Program,120,2,6,4,Rear Delt Row,3,8
Squats & Science Beginner Volume Program,120,3,1,4,Squat (Barbell),5,12
Squats & Science Beginner Volume Program,120,3,1,4,Deadlift (Barbell),5,10
Squats & Science Beginner Volume Program,120,3,1,4,Pull-Up (Bodyweight),3,12
Squats & Science Beginner Volume Program,120,3,1,4,Hammer Curl,4,7
Squats & Science Beginner Volume Program,120,3,2,4,Bench Press (Barbell),5,8
Squats & Science Beginner Volume Program,120,3,2,4,Bench Press (Close Grip),3,8
Squats & Science Beginner Volume Program,120,3,2,4,Skull Crusher,3,10
Squats & Science Beginner Volume Program,120,3,2,4,Hanging Leg Raise,3,8
Squats & Science Beginner Volume Program,120,3,3,4,Squat (Barbell),8,8
Squats & Science Beginner Volume Program,120,3,3,4,Front Squat (Barbell),3,5
Squats & Science Beginner Volume Program,120,3,3,4,Bent Over Row (Dumbbell),5,8
Squats & Science Beginner Volume Program,120,3,3,4,Bicep Curl (Barbell),4,8
Squats & Science Beginner Volume Program,120,3,4,4,Bench Press (Barbell),8,8
Squats & Science Beginner Volume Program,120,3,4,4,Incline Bench Press (Dumbbell),3,10
Squats & Science Beginner Volume Program,120,3,4,4,Tricep Rope Push Down (Cable),4,10
Squats & Science Beginner Volume Program,120,3,4,4,Rear Delt Fly (Machine),3,6
Squats & Science Beginner Volume Program,120,3,5,4,Squat (Barbell),5,5
Squats & Science Beginner Volume Program,120,3,5,4,Deadlift (Barbell),5,15
Squats & Science Beginner Volume Program,120,3,5,4,Standing Calf Raise,4,10
Squats & Science Beginner Volume Program,120,3,5,4,Plank,3,15
Squats & Science Beginner Volume Program,120,3,6,4,Bench Press (Barbell),5,20
Squats & Science Beginner Volume Program,120,3,6,4,Seated Overhead Press (Dumbbell),3,12
Squats & Science Beginner Volume Program,120,3,6,4,Lateral Raise (Dumbbell),4,15
Squats & Science Beginner Volume Program,120,3,6,4,Rear Delt Row,3,8
Squats & Science Beginner Volume Program,120,4,1,4,Squat (Barbell),4,8
Squats & Science Beginner Volume Program,120,4,1,4,Deadlift (Barbell),4,8
Squats & Science Beginner Volume Program,120,4,1,4,Pull-Up (Bodyweight),3,12
Squats & Science Beginner Volume Program,120,4,1,4,Hammer Curl,4,10
Squats & Science Beginner Volume Program,120,4,2,4,Bench Press (Barbell),4,12
Squats & Science Beginner Volume Program,120,4,2,4,Bench Press (Close Grip),3,7
Squats & Science Beginner Volume Program,120,4,2,4,Skull Crusher,3,8
Squats & Science Beginner Volume Program,120,4,2,4,Hanging Leg Raise,3,8
Squats & Science Beginner Volume Program,120,4,3,4,Squat (Barbell),4,10
Squats & Science Beginner Volume Program,120,4,3,4,Front Squat (Barbell),3,8
Squats & Science Beginner Volume Program,120,4,3,4,Bent Over Row (Dumbbell),5,8
Squats & Science Beginner Volume Program,120,4,3,4,Bicep Curl (Barbell),4,5
Squats & Science Beginner Volume Program,120,4,4,4,Bench Press (Barbell),4,8
Squats & Science Beginner Volume Program,120,4,4,4,Incline Bench Press (Dumbbell),3,8
Squats & Science Beginner Volume Program,120,4,4,4,Tricep Rope Push Down (Cable),4,8
Squats & Science Beginner Volume Program,120,4,4,4,Rear Delt Fly (Machine),3,10
Squats & Science Beginner Volume Program,120,4,5,4,Squat (Barbell),5,10
Squats & Science Beginner Volume Program,120,4,5,4,Deadlift (Barbell),5,6
Squats & Science Beginner Volume Program,120,4,5,4,Standing Calf Raise,4,5
Squats & Science Beginner Volume Program,120,4,5,4,Plank,3,15
Squats & Science Beginner Volume Program,120,4,6,4,Bench Press (Barbell),5,10
Squats & Science Beginner Volume Program,120,4,6,4,Seated Overhead Press (Dumbbell),3,15
Squats & Science Beginner Volume Program,120,4,6,4,Lateral Raise (Dumbbell),4,20
Squats & Science Beginner Volume Program,120,4,6,4,Rear Delt Row,3,12
Squats & Science Beginner Volume Program,120,5,1,4,Squat (Barbell),5,15
Squats & Science Beginner Volume Program,120,5,1,4,Deadlift (Barbell),5,8
Squats & Science Beginner Volume Program,120,5,1,4,Pull-Up (Bodyweight),3,8
Squats & Science Beginner Volume Program,120,5,1,4,Hammer Curl,4,8
Squats & Science Beginner Volume Program,120,5,2,4,Bench Press (Barbell),5,12
Squats & Science Beginner Volume Program,120,5,2,4,Bench Press (Close Grip),3,10
Squats & Science Beginner Volume Program,120,5,2,4,Skull Crusher,3,12
Squats & Science Beginner Volume Program,120,5,2,4,Hanging Leg Raise,3,7
Squats & Science Beginner Volume Program,120,5,3,4,Squat (Barbell),8,8
Squats & Science Beginner Volume Program,120,5,3,4,Front Squat (Barbell),3,8
Squats & Science Beginner Volume Program,120,5,3,4,Bent Over Row (Dumbbell),5,10
Squats & Science Beginner Volume Program,120,5,3,4,Bicep Curl (Barbell),4,8
Squats & Science Beginner Volume Program,120,5,4,4,Bench Press (Barbell),8,8
Squats & Science Beginner Volume Program,120,5,4,4,Incline Bench Press (Dumbbell),3,5
Squats & Science Beginner Volume Program,120,5,4,4,Tricep Rope Push Down (Cable),4,8
Squats & Science Beginner Volume Program,120,5,4,4,Rear Delt Fly (Machine),3,8
Squats & Science Beginner Volume Program,120,5,5,4,Squat (Barbell),5,8
Squats & Science Beginner Volume Program,120,5,5,4,Deadlift (Barbell),5,10
Squats & Science Beginner Volume Program,120,5,5,4,Standing Calf Raise,4,10
Squats & Science Beginner Volume Program,120,5,5,4,Plank,3,6
Squats & Science Beginner Volume Program,120,5,6,4,Bench Press (Barbell),5,5
Squats & Science Beginner Volume Program,120,5,6,4,Seated Overhead Press (Dumbbell),3,15
Squats & Science Beginner Volume Program,120,5,6,4,Lateral Raise (Dumbbell),4,10
Squats & Science Beginner Volume Program,120,5,6,4,Rear Delt Row,3,15
Squats & Science Beginner Volume Program,120,6,1,4,Squat (Barbell),4,20
Squats & Science Beginner Volume Program,120,6,1,4,Deadlift (Barbell),3,12
Squats & Science Beginner Volume Program,120,6,1,4,Pull-Up (Bodyweight),3,15
Squats & Science Beginner Volume Program,120,6,1,4,Hammer Curl,4,8
Squats & Science Beginner Volume Program,120,6,2,4,Bench Press (Barbell),4,8
Squats & Science Beginner Volume Program,120,6,2,4,Bench Press (Close Grip),3,8
Squats & Science Beginner Volume Program,120,6,2,4,Skull Crusher,3,12
Squats & Science Beginner Volume Program,120,6,2,4,Hanging Leg Raise,3,10
Squats & Science Beginner Volume Program,120,6,3,3,Squat (Barbell),5,12
Squats & Science Beginner Volume Program,120,6,3,3,Bent Over Row (Dumbbell),5,7
Squats & Science Beginner Volume Program,120,6,3,3,Bicep Curl (Barbell),4,8
Squats & Science Beginner Volume Program,120,6,4,4,Bench Press (Barbell),5,8
Squats & Science Beginner Volume Program,120,6,4,4,Incline Bench Press (Dumbbell),3,10
Squats & Science Beginner Volume Program,120,6,4,4,Tricep Rope Push Down (Cable),4,8
Squats & Science Beginner Volume Program,120,6,4,4,Rear Delt Fly (Machine),3,8
Squats & Science Beginner Volume Program,120,6,5,4,Squat (Barbell),4,5
Squats & Science Beginner Volume Program,120,6,5,4,Deadlift (Barbell),4,8
Squats & Science Beginner Volume Program,120,6,5,4,Standing Calf Raise,4,8
Squats & Science Beginner Volume Program,120,6,5,4,Plank,3,8
Squats & Science Beginner Volume Program,120,6,6,3,Bench Press (Barbell),4,10
Squats & Science Beginner Volume Program,120,6,6,3,Lateral Raise (Dumbbell),4,10
Squats & Science Beginner Volume Program,120,6,6,3,Rear Delt Row,3,6
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,1,1,3,Standing Shoulder Press (Dumbbell),2,75
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,1,1,3,Plank with Shoulder Taps,1,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,1,1,3,Mountain Climber,1,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,1,2,3,Dead Bug,2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,1,2,3,Goblet March,2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,1,2,3,Plank,1,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,1,3,2,Bent Over Row (Dumbbell),2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,1,3,2,Bicep Curl (Dumbbell),2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,1,4,2,Jump Squat,3,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,1,4,2,Lying Leg Raise,2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,2,1,3,Standing Shoulder Press (Dumbbell),2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,2,1,3,Plank with Shoulder Taps,1,15
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,2,1,3,Mountain Climber,1,15
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,2,2,3,Dead Bug,2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,2,2,3,Goblet March,2,10
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,2,2,3,Plank,1,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,2,3,2,Bent Over Row (Dumbbell),2,20
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,2,3,2,Bicep Curl (Dumbbell),2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,2,4,3,Glute Kickback,2,10
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,2,4,3,Goblet Squat,2,25
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,2,4,3,Jump Squat,1,50
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,3,1,3,Standing Shoulder Press (Dumbbell),2,20
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,3,1,3,Plank with Shoulder Taps,1,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,3,1,3,Mountain Climber,1,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,3,2,3,Dead Bug,2,75
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,3,2,3,Goblet March,2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,3,2,3,Plank,1,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,3,3,2,Bent Over Row (Dumbbell),2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,3,3,2,Bicep Curl (Dumbbell),2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,3,4,2,Jump Squat,3,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,3,4,2,Lying Leg Raise,2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,4,1,3,Standing Shoulder Press (Dumbbell),2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,4,1,3,Plank with Shoulder Taps,1,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,4,1,3,Mountain Climber,1,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,4,2,3,Dead Bug,2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,4,2,3,Goblet March,2,15
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,4,2,3,Plank,1,15
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,4,3,2,Bent Over Row (Dumbbell),2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,4,3,2,Bicep Curl (Dumbbell),2,10
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,4,4,3,Glute Kickback,2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,4,4,3,Goblet Squat,2,20
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,4,4,3,Jump Squat,1,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,5,1,3,Standing Shoulder Press (Dumbbell),2,10
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,5,1,3,Plank with Shoulder Taps,1,25
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,5,1,3,Mountain Climber,1,50
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,5,2,3,Dead Bug,2,20
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,5,2,3,Goblet March,2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,5,2,3,Plank,1,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,5,3,2,Bent Over Row (Dumbbell),2,75
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,5,3,2,Bicep Curl (Dumbbell),2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,5,4,2,Jump Squat,3,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",40,5,4,2,Lying Leg Raise,2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,1,4,Incline Bench Press (Dumbbell),4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,1,4,Safety Bar Squat,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,1,4,Pendlay Row,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,1,4,Standing Calf Raise,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,2,1,Sand Bag Conditioning,1,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,3,4,Overhead Press (Dumbbell),4,8
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,3,4,Trap Bar Deadlift,4,8
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,3,4,Lat Pulldown,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,3,4,Standing Calf Raise,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,4,1,Sand Bag Conditioning,1,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,5,4,Incline Bench Press (Dumbbell),5,8
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,5,4,Leg Extension,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,5,4,T-Bar Row,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,5,4,Lateral Raise (Cable),4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,1,4,Incline Bench Press (Dumbbell),4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,1,4,Safety Bar Squat,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,1,4,Pendlay Row,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,1,4,Standing Calf Raise,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,2,1,Sand Bag Conditioning,1,8
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,3,4,Overhead Press (Dumbbell),4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,3,4,Trap Bar Deadlift,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,3,4,Lat Pulldown,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,3,4,Standing Calf Raise,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,4,1,Sand Bag Conditioning,1,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,5,4,Incline Bench Press (Dumbbell),5,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,5,4,Leg Extension,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,5,4,T-Bar Row,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,5,4,Lateral Raise (Cable),4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,1,4,Incline Bench Press (Dumbbell),4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,1,4,Safety Bar Squat,3,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,1,4,Pendlay Row,4,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,1,4,Standing Calf Raise,3,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,2,1,Sand Bag Conditioning,1,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,3,4,Overhead Press (Dumbbell),4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,3,4,Trap Bar Deadlift,4,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,3,4,Lat Pulldown,4,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,3,4,Standing Calf Raise,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,4,1,Sand Bag Conditioning,1,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,5,4,Incline Bench Press (Dumbbell),5,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,5,4,Leg Extension,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,5,4,T-Bar Row,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,5,4,Lateral Raise (Cable),4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,1,4,Incline Bench Press (Dumbbell),4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,1,4,Safety Bar Squat,3,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,1,4,Pendlay Row,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,1,4,Standing Calf Raise,3,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,2,1,Sand Bag Conditioning,1,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,3,4,Overhead Press (Dumbbell),4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,3,4,Trap Bar Deadlift,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,3,4,Lat Pulldown,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,3,4,Standing Calf Raise,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,4,1,Sand Bag Conditioning,1,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,5,4,Incline Bench Press (Dumbbell),5,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,5,4,Leg Extension,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,5,4,T-Bar Row,4,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,4,5,4,Lateral Raise (Cable),4,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,1,4,Incline Bench Press (Dumbbell),4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,1,4,Safety Bar Squat,3,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,1,4,Pendlay Row,4,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,1,4,Standing Calf Raise,3,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,2,1,Sand Bag Conditioning,1,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,3,4,Overhead Press (Dumbbell),4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,3,4,Trap Bar Deadlift,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,3,4,Lat Pulldown,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,3,4,Standing Calf Raise,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,4,1,Sand Bag Conditioning,1,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,5,4,Incline Bench Press (Dumbbell),5,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,5,4,Leg Extension,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,5,4,T-Bar Row,4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,5,5,4,Lateral Raise (Cable),4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,1,4,Incline Bench Press (Dumbbell),4,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,1,4,Safety Bar Squat,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,1,4,Pendlay Row,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,1,4,Standing Calf Raise,3,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,2,1,Sand Bag Conditioning,1,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,3,4,Overhead Press (Dumbbell),4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,3,4,Trap Bar Deadlift,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,3,4,Lat Pulldown,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,3,4,Standing Calf Raise,4,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,4,1,Sand Bag Conditioning,1,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,5,4,Incline Bench Press (Dumbbell),5,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,5,4,Leg Extension,4,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,5,4,T-Bar Row,4,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,6,5,4,Lateral Raise (Cable),4,15
"1.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",70,1,1,7,Shoulder Press (Machine),3,8
"1.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",70,1,1,7,Leg Press,3,10
"1.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",70,1,1,7,Lat Pulldown,3,15
"1.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",70,1,1,7,Single-Leg Leg Curl,3,20
"1.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",70,1,1,7,Bicep Curl (Machine),2,10
"1.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",70,1,1,7,Seated Dip (Machine),2,4
"1.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",70,1,1,7,Abs Crunch (Machine),3,12
"1.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",70,1,2,6,Lat Pulldown,3,18
